ID,Type,Utterance,Dialog_Act,Dialog_Act_1,Emotion,Dialog_Act_Label
109_9,T,"Yeah. I do you think she's emotionally guarded. Um, I think she'll speak to that later in the session. You know, so it says I think there have been injuries. Some of which I'm going to guess really are related to the the race pieces that she's experienced where she has felt judged under scrutiny and it just keeps repeating herself and it's separate from competitors. Man accomplishments and so there is a guardedness and there is a sensitivity and the guardedness is her way of protecting some of her vulnerability. Okay, let's move on to",id,,,0
11_0,P,"I don't want to talk to you anymore. You're all the same. All of you. I have been wasting my time wasting my time. You're all, you're all the same. All you guys are exactly the same. You asked me to come in and just, I don't want to talk to you anymore because I come in here and I talk and I talk and I talk and talk and I don't get anything out of it. You're all the same.",yna,,,5
11_1,T,"When you say,",irq,,,1
11_2,P," You are all of you, all of you all therapy,",id,,,0
11_3,T,"Okay, I mean, I'm having a couple three reactions to what you're saying. I mean, one is that you're saying you're all the same and",irq,,,1
11_4,P,we're all the same. You're all the same. In the for you guys. Nothing is working. Right. Nothing is working.,id,com,,0
11_5,T,"I mean, I'm feeling just lumped in with everybody else right now. ",irq,,,1
11_6,P,"Well, you are because you're all the same. Of course, you're lumped in with everybody. I'm not gonna single you out. Not gonna make you you know, single you out because you're not doing anything. You don't do anything. There's all this abstract metaphysical stuff and there's no concrete. This is the way to fix it. This is the goal. There's nothing so what's the point?",yna,crq,,5
11_7,T,"I mean, it's there's something specific right now that I could say or do that that would fill, give you what you're wanting or need.",id,,,0
11_8,P,"How do I, how do you how do I go from point A to point B? How do I get better? How do I fix what's going on? I mean, that's the reason I came here. Right? I thought there was a reason I came here is to fix things. make things better.",irq,,,1
11_9,T,"So you want sort of a, like a kind of, sort of like step by step description of",ynq,,,4
11_10,P,what something I need something to grab onto something to hold something Grab onto Yeah.,yna,,,5
11_11,T,"Yeah. See, my sense is that you know, that you sort of desperately want something to grab on to, to get to give you some sense of hope. And, and I really want to be able to, you know, to give you something but but it feels like there's something about the kind of intensity of your, of your sort of demand or play right now. Which, which makes it difficult for me to really sort of respond in a way that's going to give you what you need. Or, you know, a better way of putting it is, you know, have a sense that the kind of thing that you want or needing or needing has to kind of come out of an organic process between the two of us and there's something about the sort of intensity of your desperation with Which makes it difficult for you to really be open and receptive to whatever I have to give",irq,,,1
11_12,P,"just the way I am I always come out like that I always sway I get things. So the only way I get that's the only way I know how to be. I come out one of two ways. I come out either full, full throttle, just full, full tilt, just come out and just do it that way or I don't do anything at all. So it's like I one way and it's not good enough and on the other way and it's not good enough so ",id,,,0
11_13,T,so it's like,ack,,,6
11_14,P,"damned if you do damned if I do damned if I don't. If I go one way at everybody, it you know it doesn't seem to make a difference one way or the Other and then if I'm just quiet and you know, just fall in with the crowd, it doesn't matter either. So",yna,,,5
11_15,T,"it sounds like it feels like you only have two choices, right that you can you can either approach the situation kind of on the attack, you know with with both guns blazing. It's a good way to describe",irq,,,1
11_16,P,it both guns blazing.,yna,,,5
11_17,T,"Right or or the alternative is to kind of go along and compromise yourself in some way. Right. Right. Have those two which, which feels better, which feels worse?",irq,,,1
11_18,P,"Well, the bulk guns blazing always feels better because if I go at somebody with with, you know, full force and, you know, hit them over the head, you know, and just and just go at them. Even if they turn away, it doesn't really matter. Because I've already sent my face and so when I say, but if I don't say anything, I just sit back and don't do anything, then it just gets me as angry as the full guns blazing. So it just they eats me up, but it eats me up in here and I get even angrier than if I just blurt it all out and get it all out.",id,,,0
11_19,T,"Right. Yeah, I can imagine that right that right, if you end up you know, at least if you're going in there with with both guns blazing, there's a way in which you can kind of feel okay about yourself in some way, even though you're not getting your needs met. Right. But somehow they're, you know, sort of giving in, it's like you're giving away part of yourself in some way. So, I mean, you know, it seems to me that the you know, the dilemma is that you have no good way of getting your needs met right now, right. You sort of desperately need Something right, but a middle ground. There's no middle ground. Okay. So, you know, I'm not sure exactly what that middle ground is right now. But I'm willing to work with you to, you know, to really work on discovering what that middle ground is. Does that does that seem worthwhile?",irq,,,1
11_20,P,I have to have to find a middle ground.,yna,,,5
11_21,T,"Okay, but what are you feeling right now?",irq,,,1
11_22,P,"Just it bothers me. I can't go one way or the other. It's like, try to do one thing. You can't do it and try to the other way. Can't do it. Just I'm just stuck.",id,,,0
11_23,T,There's a real kind of sadness there.,ynq,,,4
11_24,P,yes,ack,,,6
11_25,T,Look at me. The sense of what's what's going on for us? It sounds as if here. You're asking for something. Yeah.,irq,,,1
11_26,P,I need something I can't get myself.,id,,,0
11_27,T,"Yeah. Yeah, I, you know, I hear that I hear the, you know, you're sort of desperation and I hear your sadness and your pain and your hopelessness. You know, when I'll do my best to help you",gt,hp,,2
110_0,T,Thanks for coming along today broke. I've really been looking forward to meeting you.,gt,,,2
110_1,P," Yeah, me too. ",ack,,,6
110_2,T,"Cool. Okay. So I just wanted to ask, did you receive that information pack that was sent out to you in the mail? ",ynq,,,4
110_3,P,"Yes, I did. ",yna,,,5
110_4,T,Fabulous. Okay. So would you mind if we just spend a few minutes going through that together now?,ynq,,,4
110_5,P,"Yeah, no, that's okay. ",yna,,,5
110_6,T,"So I guess something really important that I would like to draw your attention to first of all, is this issue here of confidentiality, okay. Basically, everything that you and I talk about together in therapy is just between you and I, however, because I am a professional psychologist, the things that we discussed, I may need to share with my supervisor, okay. ",id,,,0
110_7,P,"Yeah, yeah, that's all right. Will it only be with your supervisor?",ynq,,,4
110_8,T," Yeah, that's right. Yep. Yeah. There are a few special circumstances though, where I may have to break confidentiality. That is if you tell me that you might be of harm to yourself or someone else. Okay. If you tell me that you've been involved in a serious crime, okay for us. Somebody else wishes to access the information that we talked about in the context of legal proceedings and they take it off subpeona I'm required to give that information then okay. But of course, if any of these things ever did come up, I would discuss these with you first. Okay, that'd be good. Okay. All right. All right. So something else I just would like to draw your attention to here as well. It's just our fee here at the clinic. Yes. Which as we discussed on the phone is $20.",ack,,,6
110_9,P,Yes. And that's fine. No problems.,id,,,0
110_10,T,Okay. And I understand from time to time that things can come up as well and that you might have to reschedule one of your appointment. We just asked that if you could provide us with about 24 hours notice beforehand shot so that gives us a chance to be able to set up another appointment time.,id,,,0
110_11,P,"Yeah, yeah, that's fine. No worries. ",yna,,,5
110_12,T,Okay. Did you have any other questions about anything that you read on that shape there?,ynq,,,4
110_13,P,"Um, no. it all seems fine with me. Yeah. ",yna,,,5
110_14,T,Yeah. Okay. So if you wouldn't mind just popping your signature at the bottom there. Thanks.,id,,,0
110_15,P,"I haven't, I'm feeling a little nervous. ",id,,-2,0
110_16,T,"Yeah, I can understand that it can be a bit confronting and scary The first time you come along. Yeah. So I guess, I mean, just to give you a bit of an idea about how I like to work with clients, is that I like it to be a collaborative approach so that the two of us get to work together on new problems and concerns that you're having at the moment. Okay. ",id,,,0
110_17,P,Yeah. Sounds good.,ack,,,6
110_18,T,"So the purpose of today's session, I guess, would be for me to get more of an understanding of what's happening for you lately. All right, and give us a chance to get to know each other a little bit more. Okay. Okay. Yeah. Yeah, that's really good. Yeah. And at the end, we can sort of have a touch base again and see how we went for today and whether we'd like to take it on from there.",id,,,0
110_19,P," Yeah, that sounds good. We'll have a better idea then. ",yna,,,5
110_20,T,"Yes, yeah, exactly. Yeah. Okay. So I mean, just to start off with then I guess, are there any other things that you've tried apart from coming to therapy and As some ways to help you cope with what's happening for you.",irq,,,1
110_21,P,"Umm not really like when I feel ya know, when I feel down like I just stay at home. Yeah, I don't really go anywhere. Yeah. or do anything I just yeah, just sort of withdraw. That's all I really done. ",yna,,,5
110_22,T,Yeah. We've been really keeping it to yourself and it's quite a big step for you to reach out to to someone today.,id,,,0
110_23,P,"Yeah, it is. It just got to that point where he just wanted to come in and didn't really know what to do. Yeah. ",id,,,0
110_24,T,"Okay, I guess to start off with him. Would you like to tell me a little bit more about what's been happening for you? ",ynq,,,4
110_25,P,"Yes, sure.",yna,,,5
112_0,T,"Amanda, thanks for coming in tonight.",gt,,,2
112_1,P,yeah its okay,gt,,,2
112_2,T,The GP sent me a letter telling me a little bit about what's been happening. That's been having some difficulties since birth for some of you weeks ago. Tell me a little bit about what's been happening from your,id,,,0
112_3,P,it's been really difficult. I've been really struggling. And I don't know why. I don't know why. This should be a really wonderful time for me and it's something that I've been looking forward to,id,,-1,0
112_4,T,But it hasn't. It hasn't been a good time.,id,,,0
112_5,P,"I could never have imagined that it would be like this. It is not what I thought it would be like, ",id,,,0
112_6,T,what has what has it been like for you?,irq,,,1
112_7,P,"I'm just not feeling how I think I'm meant to feel. It's difficult sometimes, to me to actually do what I'm meant to do. As a mother I, and it just feels so wrong. I'm",id,,,0
112_8,T,so wrong?,irq,,,1
112_9,P,"This isn't how I meant to be. I feel like I'm just meant to love looking after him and taking care of him, but he doesn't feel it's just not feeling that way. And sometimes it's even hard to want to. ",id,,,0
112_10,T,It's meant to be feeling this,id,,,0
112_11,P,Yeah. And this is something that we've been trying so long for and it's Just been so important for both of us.,id,,,0
112_12,T,"These this thing that has been so important, and now that it's, it's here, now that's happened. It's different to the way that you imagined ",id,,,0
112_13,P,"slightly different. I thought that I kind of blossoming and just love Detroit and I do love him. It's not that I don't you know, it's not that I don't love him. It's not that I don't want to do this, I do it. This is part of me that is just really struggling.",id,,,0
112_14,T,Please tell me a little bit more about that part that's struggling.,irq,,,1
112_15,P,"It's really difficult to even talk about because it's like, not meant to feel this way. But there's this part of me that would just not like to get out of bed. In the mornings, I just want to sleep. I don't want to do anything. ",id,,-1,0
112_16,T,Just want everything to go on?,ynq,,,4
112_17,P,"It's really hard to admit because I can't imagine that anybody else could understand what this feels like it, it feels unnatural, almost that kind of relief to say it out loud.",id,,-1,0
112_18,T,And this is the place that you can say what needs to be said.,id,,,0
112_19,P,"Yeah. Yeah. That is part of me that almost feels angry with all the stuff I've got to do, and I don't feel like I'm getting the support that I need. And it's really difficult. I feel like I have to do it all myself.",ack,,,6
112_20,T," So, feeling as though it's all on you. You're going to deal with it all the time. ",id,,,0
112_21,P,"Yeah, and it's Huge it's like this little little boy that just needs me to be there. I'm struggling to be there and until want to be there even. So it's really overwhelming. Mm hmm.",id,,,0
112_22,T,By yourself with,id,,,0
112_23,P,"my partner, John's Bay like, he tries, but I think he is getting frustrated with me, too. He's sensing that. I guess he had expectations of how I would be and how we would be and how this would be and I think that he's disappointed in me. And then that doesn't help and so then I sort of feel like I have to do it to prove that I am okay and that I am kind of holding it all together. And I do love these. ",id,,,0
112_24,T,So trying to keep a mask up. Trying to seem as though it's okay.,irq,,,1
112_25,P,Yeah. You caught him. To know how I feel I'm I feel like I'm a bad mother already.,id,,,0
112_26,T,But it's painful. It's a painful feeling.,id,,-1,0
112_27,P,"I've been tried so hard to have this child to have wanted and it's always been talking about and planning for so long and it means so much to john as well. And I'm just it's just, it's just not happening. either of us thought and I really wanted to, it's hard because I wanted to but",id,,,0
112_28,T,"so at this point, and it's six weeks, they've been a really rough. Six weeks feels to me like really rough. Having waited so long to have this child gone through the birth and understand from a GPM pump was a somewhat difficult birth if it wasn't from I thought it was. So from the very start, it hasn't been as you thought.And now you're at that point where the reality is the reality of this baby. It sounds to me that there's a struggle going on for you. But a struggle that you're feeling very much alone with",id,,,0
113_0,T,"So, Felicity, I think that we've done a lot of good work today. And I'm delighted that you didn't have a panic attack last week. That's really impressive. And you seem really pleased about that as well. And so, you know, I think today we've run through a couple of more techniques that you can use to manage your anxiety. And it seems to me that you've got a good grip on those. ",id,,,0
113_1,P,"Yes. Yeah, definitely. I think today was really helpful.",ack,,,6
113_2,T,"Good. That's fantastic. Well, I guess if we wind up now, and then meet again, next week. Yeah.",id,,,0
113_3,P,"Yeah, yeah. But um, did I did I tell you actually, that I had an argument with my mom on Thursday. Oh, really? Yeah. Yeah. It was a really, really big one. Yeah, I am. Yeah. I mean, what happened was basically that mom, mom, she was just getting really angry at me for Dave again, because you know, we've been going out for three months and it's time I've told you before. Really, really, really doesn't like him.",id,,,0
113_4,T,Ohh really?,irq,,,1
113_5,P,"Yeah. And she was, she had to go in for the drugs again. And then she was saying, you know that I can do so much better. And she was just, you know, like, Oh, I really screaming at me and I had to take all of that and, you know, people were just going around in circles in circles. And it was really, really not not very, not very good that I had listened to her saying that.",id,,-1,0
113_6,T," Yeah, I can imagine so he has been really upset by that.",id,,,0
113_7,P,"Yeah, I was because, you know, she. Well, you know, that I mean, I really like Dave, I think that is really good. And, and, and, and I would, I would, I would, I would, I would like to keep on seeing him but that she disapproves of him. And I find it really hard. It's just proof of him.",id,,,0
113_8,T,"Yes, I can see that really causes you more anxiety as well that this is happening and yeah, you feel criticized by your mom and perhaps torn a bit between your mom's view and David? Yeah, I do. You talk to him.",id,,,0
113_9,P,"While she doesn't, she doesn't want me to talk to him. about it because she doesn't want him to know that she doesn't like him. And then you know, he doesn't really like her as well, because she thinks he thinks that she's a snob. And so it's really hard. You know, I just feel like I'm sort of, sort of in the middle and like in between the two of them. Yeah. But",id,,-1,0
113_10,T,"so felicity. I'm very pleased that you didn't have a panic attack last week. Yeah. And and so are you. Yeah. And I'm hoping that the work that we did today, in looking at a couple more techniques of how you can manage the anxiety has been helpful to you.",id,,,0
113_11,P,"Yeah, I think I'll be able to give it a practice this",ack,,,6
113_12,T,week. Good. And we've discussed your homework. Yes. So expert welding perhaps if we wrap up for today.,gt,,,2
113_13,P,All right. What did it do? I tell you that I had an argument with my mom on Thursday.,ynq,,,4
113_14,T,"No,",yna,,,5
113_15,P,"yeah, an argument with mom and it was really bad because she was just yelling, yelling, yelling in your with about Dave. I've told you about Dave before because she doesn't like Dave and she was having a got me for the drug. You know, cuz he takes the drugs and she was just yelling at me because she doesn't like that he takes the drugs, but the student doesn't understand that. I mean, I just want to be with you. And so but because she doesn't like him see, you know, sister, she was yelling at me about that on Thursday,",id,,,0
113_16,T,"I can see that this is very upsetting for you. felicitated is an issue that you've raised before. So I'm wondering whether we should decide that for next week, we'll start to discuss these issues that you're having with your mom so that we can work out a plan when we've got our next session. How would that be? ",irq,,,1
113_17,P,"Well, this one, this one, I mean, the argument was, when she was saying she was saying to me that I should leave him. And she was saying, you know, that I could do a lot better and that I really shouldn't be with him. And I should just leave she was saying, but you know, and then she wouldn't let me you know, because I wanted to talk to him about it, and she wouldn't let me talk to him about it. And because I really don't like each other, I just I'm really sort of stuck in the middle.",id,,,0
113_18,T,"And I can see that that's a really big issue. So I think we definitely will put this on a number one agenda for next week. Okay. And so We'll work on a theme because this is clearly very important to you. Yeah. And I think that we're going to need a good chunk of time to be able to help you to resolve some of these issues with your mom. I can't How about during the week on? In addition to the other homework you have, you have to think about what the issues are that you would like to raise with me next week about this.",irq,,,1
113_19,P,"Okay. All right. So we can spend, we can spend most the next session talking about it.",id,,,0
113_20,T,"It sounds like that's going to be a very important thing to do, because I can see how distressed This makes you feel. Okay, ready? ",id,,,0
113_21,P,Yeah. Yeah. All right. Okay.,ack,,,6
113_22,T,"Okay. So we'll meet again, same time next week. Thanks Felicity.",gt,,,2
114_0,T,Did you know you were telling me a few minutes ago about some stuff that's been going on for you recently? That seems to have been quite upsetting for you. I'm wondering if you can give me a bit more information.,irq,,,1
114_1,P,"Yeah, look, it hasn't been a good week for me this week and I'm telling you about the problems my boyfriend and we broke up and I'm not coping with i. I'm hurt. Just you don't understand why this is happening one more time. Just one more time. And it's just pushed me over the edge. And it just happens to me all the time.",id,,-1,0
114_2,T,Do you think it'll get any better?,irq,,,1
114_3,P,"it won't get better and you don't understand. It happens to me all the time. Meaning given to me now, serving in the wrong with me. I feel like there's something really wrong with me. People don't just reject me all the time. I don't know why. ",id,,,0
114_4,T,"So I mean, I can say that you're really upset about this stuff. That's your boyfriend journey. just keeps you just like always happy.",id,,,0
114_5,P,"Now he doesn't want to talk to me and I feel like if I was, if I was a better person, then this wouldn't happen. I just feel like, isn't because of me. Nobody understands and I just can't do this. I can't do this again.",id,,,0
114_6,T,"I mean, I Has there been other stuff that's been going on for you during the week?",irq,,,1
114_7,P,He does break up with me just the other day. I cant' sleep and I can't eat And he just keeps going and he just won't answer the phone and why you need me and you just don't,id,,-1,0
114_8,T,"want to know I know that when you break up with someone, it's really upsetting. Over time, this sort of stuff should get better, I think.",id,,,0
114_9,P,how long?,irq,,,1
114_10,T,"Well, it just takes a bit of time.",id,,,0
114_11,P,I can't make it through the time he may help me get through the time it gets. This time. It just feels like it's never gonna end. When is that?,irq,,,1
114_12,T,"It certainly sounds really tough. I think it's important that we talk about other stuff also, though, that went on during the week other than the breakup.",id,,,0
114_13,P,"Just Yeah,",ack,,,6
114_14,T,I can see that's really upsetting.,id,,,0
114_15,P,Because He rejected me because I'm not good enough. Maybe there's something inside me that's been broken or something. And I won't even talk to me now. I need someone that say that it's gonna be okay. And it's okay.,id,,-1,0
114_16,T,Sure it will be fine in the long term. Even though it's tough right now.,ack,,,6
115_0,T,"Okay, Felicity, before we start to talk about what you've come here to see me for today, I just wanted to raise an issue with you. I think we both realized when you walked in here that we've seen each other before. ",id,,,0
115_1,P,"Yeah, I'm Jake's mom. I've seen you at kindy. ",ack,,,6
115_2,T,"That's right. That's right. We do run into each other, a fair bit at the kindergarten. So I suppose what that brings up for me is that I'm a psychologist, and there is certain boundaries that I have to uphold with my clients. And I think that we need to talk about what we're going to do about this, that we we do see each other quite often and how we're going to manage that in terms of, you know, keeping those appropriate boundaries within therapy and outside the therapy room.",id,,,0
115_3,P,Okay. Yeah.,ack,,,6
115_4,T," So how I say this, we have a few different options. The first one is that we could decide not to engage in therapy together. Given that, you know, there could be some issues when we see each other outside of therapy. Okay, how would that option sit for you? ",irq,,,1
115_5,P,"Well, um, I guess, part of the problem for me is that I really, I feel that I really need to talk to someone about what's going on for me and I don't really, there's no one else in town I can talk to okay. ",id,,,0
115_6,T,"Yeah, psycho psychology services are quite limited in this area. Yeah. Okay. So you really feel that you need the help and this is the only option that you've got. So given that that's the case. How do you think we could manage this one we do run into each other outside of the therapy rooms so that we don't cross over you know, the boundaries of therapists and clients. So if I see you at the kindergarten shall we acknowledge each other and you know, keep walking or how would you like to manage it? ",irq,,,1
115_7,P,"No, I mean, I think I think it's good if you know if we can, like say hi and stuff, but I mean, I probably Probably wouldn't want to talk to you at kindy about what we do here in case other people hear it.",id,,,0
115_8,T,"Sure, sure. And I'm really glad that you brought that point up, because I think that, given that we will run into each other quite a bit at the kindergarten, it's fine for us to acknowledge each other, but we do need to keep the therapeutic issues that we talk here in therapy for therapy. Yeah, yeah. I'm glad that you think that it that would not be appropriate. ",id,,,0
115_9,P,"Yeah. Yeah.  And I mean, you wouldn't, you wouldn't tell anybody other moms, would you?",irq,,,1
115_10,T,"No, no, I'm, I would definitely keep it confidential, that we're in a therapeutic relationship together. Nobody else needs to yet be aware of that. Okay. ",id,,,0
115_11,P,"So it's kind of like, we've got therapy for in here, but then out there. We're just mums. ",id,,,0
115_12,T,"That's exactly right. So if we could just keep it at you know, those things separate then I don't think we should run into any problems in therapy. Yeah, but perhaps we could check in from time to time to see you know, whether that It's becoming a problem for ",ack,,,6
115_13,P,"Yeah, yeah. Okay. Yeah, that sounds good.",ack,,,6
115_14,T," Do you think that sounds okay? Yep. All right. So now that we've discussed that issue, yeah. Let's talk about why you've come in to talk to me today. ",id,,,0
115_15,P,Okay.,ack,,,6
116_0,T,"Hi, Heidi, my name is Dr. Sarah. I'm one of the emergency doctors. I'd like to have a chat with you about what's been going On how you've been feeling so we can find out how best to help you. Would that be alright? ",ynq,,,4
116_1,P,"Yeah, ",yna,,,5
116_2,T,"thanks. So everything we talk about will be confidential unless I think that you're at risk of being seriously harmed or someone else's, or they are being seriously harmed. In that case, I'd need to tell someone so we could make sure that person is safe. Is that okay?",ynq,,,4
116_3,P,"Yeah, that's okay.",yna,,,5
116_4,T,"So, it seems like your mom's pretty worried about you. But I'm curious. Are you worried or concerned about anything at the moment?",ynq,,,4
116_5,P,"No, everything's fine.",yna,,,5
116_6,T,Yeah. How's your mood been recently?,irq,,,1
116_7,P,Crap.,yna,,-1,5
116_8,T,Why?,irq,,,1
116_9,P,"just crap. Just don't care about anything, don't want to do anything.",id,,-1,0
116_10,T,So how have you been spending your time filling up your days?,irq,,,1
116_11,P,"just lying in bed all day, doing nothing. Just thinking, I've got these, these thoughts. ",id,,,0
116_12,T,What thoughts?,irq,,,1
116_13,P,Any thoughts of dying,id,,-1,0
116_14,T,You think about that?,irq,,,1
116_15,P,"All the time, every day.",id,,,0
116_16,T,Do you think about how that could happen?,ynq,,,4
116_17,P,I think I'll probably jump over a bridge.,id,,-1,0
116_18,T,Which one?,irq,,,1
116_19,P,there's a really high bridge near my house the swing bridge. It's it's really high so I know I'll die if I jump off. There's also a train track underneath. So if the fall doesn't kill me then the train will,id,,,0
116_20,T,Have you made any plans about actually going in?,irq,,,1
116_21,P,"I'm thinking, thinking all the time",id,,,0
116_22,T,what stopped you from going there?,irq,,,1
116_23,P,"My mom, she'd probably be really upset if I did it but things have just gotten worse and I can't take it anymore.",id,,,0
116_24,T,Do you think about how you could get to the bridge? Um,ynq,,,4
116_25,P,"I've been looking at bus timetables today. The bus that goes by the bridge. Yeah, I think I'm gonna do it tonight. Just can't take it anymore. She can't treat me this way.",id,,,0
116_26,P,Like what?,irq,,,1
116_27,T," I know sometimes when people have a feeling crap and struggling with stuff like you are, they can do other things to hurt themselves, like burning or cutting.",id,,,0
116_28,P,"Yeah, I cut up my links. ",id,,,0
116_29,T,When was that?,irq,,,1
116_30,P,Today yesterday every day.,id,,,0
116_31,T,Have you ever done anything else to hurt yourself?,ynq,,,4
116_32,P,"No, just cutting",yna,,,5
116_33,T,it to the have thoughts about harming anyone else?,irq,,,1
116_34,P,No and never have anyone else.,id,,,0
116_35,P,"No, I don't think so.",yna,,,5
116_36,T,"Assess for disturbances in perception that can be auditory or visual. It's also important to assess the level of protection and supervision that the family offers. caregivers are able to provide for the young person and what other protective factors there are,",id,,,0
116_37,P,Just mum and jack is my younger brother.,id,,,0
116_38,T,How are things at home?,irq,,,1
116_39,P,Not good. Your mum mums always having a go at me. And today we had a massive fight,yna,,-1,5
116_40,T,Do you have someone you can talk to about what's been going on how you've been feeling about these thoughts about wanting to die?,ynq,,,4
116_41,P,"I talked to Sophie, she's she's my friend. She wants to die too, so. I know she won't tell anyone.",id,,,0
116_42,T,Have you had anything alcoholic to drink today?,ynq,,,4
116_43,P,No.,yna,,,5
116_44,T,What about other drugs slot? pot I six to see other people's prescription drugs.,ynq,,,4
116_45,P,No,yna,,,5
116_46,T,"Any questions for me? Thank you so much for talking to me today. I appreciate it. I'm worried about some of the things you've told me and I'm especially worried that you might be at risk of hurting yourself. So I'd like to ask one of my specialist colleagues, john to come and have a chat with you. He's a mental health nurse. So he specializes in talking to young people who've been struggling with their mood or at risk of hurting themselves. Would that be okay?",ynq,,,4
116_47,P,That's okay.,ack,,,6
116_48,T,"It is normally about half an hour, but it can take a little bit longer. Can I get you something to drink while you wait?",irq,,,1
116_49,P,"Yeah, that's fine. Can I have a coke?",yna,,,5
117_0,T,"Jasmine Hi, my name is Heidi I'm your counselor today. We're going to meet in a room to our left something a bit more private in this area and here.",gt,,,2
117_1,P,"Yeah, let's go. ",ack,,,6
117_2,T,So we're just going to go up the hole and to the right and then there's a room on the left. Should I go first?,ynq,,,4
117_3,P,Okay.,yna,,,5
117_4,T,"Come in Jasmine. This is the room. That will be Meeting in today and if you come back again, we'll be in this room again. What I want you to do first is perhaps have a look around and choose where you would like to sit. where you'd like to be. Just the big chair over there. Yeah, so when you're ready, just make your way over to the chair. And I'll close the door. And from where you're sitting now, where do you think you'd like me to be in the room?",id,,,0
117_5,P,"Which chair would you like me to sit in? That's, that's okay. ",gc,,,3
117_6,T,"Okay. So what invite you year to look around, look around the room. Take in this new space. You've never been here before. See if there's something your eyes want to rest on or if there's anything pleasant to your eyes ever really good sticky baked around the room. Most people most time to come into new environments. We want to have a good sticky bacon. We don't and you can in here. Now imagine it's pretty tough for you to be here. Yeah. Yeah. What would help you to spend a moment here?",ynq,,,4
117_7,P,Yeah.,yna,,,5
117_8,T,What's it like to have that pillow against your tummy?,irq,,,1
117_9,P,Its Nice,id,,,0
117_10,T,Yeah. What's it like to have your hands holding tight? They're like that.,irq,,,1
117_11,P,Yeah.,yna,,,5
117_12,T,How did you how did you get here?,irq,,,1
117_13,P,My mom dropped me here here.,id,,,0
117_14,T,She's still here.,irq,,,1
117_15,P,"No, she's not here.",id,,,0
117_16,T,Is there an arrangement to pick you up?,ynq,,,4
117_17,P," Yeah, yeah.",yna,,,5
117_18,T," Man, you're looking at the time. So what time did you arrange for mom to pick you up?",irq,,,1
117_19,P," I'm like, half an hour ",id,,,0
117_20,T,"In half an hour. So notice you're looking around a little bit more now. helps a bit more with that pillow doesn't it? That was a good idea for you to put the pillow there. So how long do you think you'd like to be here? If you had a choice of how long you were going to be here with me in this conversation, how long would it be? ",irq,,,1
117_21,P,"15 minutes, maybe another 15 minutes. ",id,,,0
117_22,T,"Okay, maybe, maybe",ack,,,6
117_23,P,"Yeah, I feel better. ",id,,1,0
117_24,T,Feel better. Yeah. You can just call mom and tell her that the first session is shorter. Yeah. Because it's enough hearts really confronting to be here. A lot of people find it confronting to come here because of the name of the agency. The issues that we may talk about in the future. It's pretty good. confronting. So just getting used to being here is a pretty big deal. And you're doing a great job. You're doing really well. Yeah. And I'm here with you,id,,,0
118_0,P,Such as the police interview that,gc,,,3
118_1,T,"Yeah, it's hard ",ack,,,6
118_2,P,like to go into so much detail. Yeah.,id,,,0
118_3,T,"just just just come back to me just come back to the room a little bit. Can you just look up, look up, look up at me. We'll call out I still have can check it out.",id,,,0
118_4,P,"Brown,",gc,,,3
118_5,T,"good events trying to get you back back into the room with me. Okay, so just look around the Can you see me this painting that's up here? What do you say to me other paintings? ",irq,,,1
118_6,P,"Oh, yeah. Yeah, cool. Okay. ",ack,,,6
118_7,T,"I just want you to catch this for me so we can throw it back to me. Okay, this fell back to me I see that's a good good start back to me. Good Practice saving stay here and stay here in the room with me here. Yeah. And also get your character on that's it. Okay, so just just want you to just to keep in the room with me a bit and sometimes it's a bit bit stressful and overwhelming. Okay, but we're still connected. Okay, you're back there. Okay. How you feeling? Yeah,",irq,,,1
118_8,P,"okay. Yeah, really, it was really hard. Talk about that stuff.",id,,-1,0
118_9,T,"completely understand why things are really, really tough moment. And that sort of conversations with a place in town could be very stressful for you. Yeah. I get Yeah. So maybe a feeling now, where you are? Yeah. Okay, so maybe just want to keep talking. Just remember that we're connected. Okay. And you're here with me. Yeah. Yeah. So tell me a little bit more. So your mom came to, to the to the statement?",irq,,,1
118_10,P,"Oh, yes. So um, so mom was with me. Yeah. They came over. And they were two detectives. Yeah. And they, yeah, they just wanted to know everything and it took like hours.",id,,,0
118_11,T,And how are you feeling now after you've done it all?,irq,,,1
118_12,P,"Like, I'm glad it's over and done with. I didn't realize how hard it would be to talk about it. Yeah, yeah. For some reason I was thinking it was. It was all over and done with no. Yeah. Okay, now",id,,,0
118_13,T,"it was really understandable. It's completely, you know, understandable that sometimes it's difficult to talk. And sometimes you can afford back to tough times. Yeah. So we just keep talking. I would keep talking like this",id,,,0
119_0,T,"Hello, Sophia.  ",gt,,,2
119_1,P,Hi. How are you doing today?,gt,,,2
119_2,T,I'm good. How are you?,gt,,,2
119_3,P,I'm doing well. Thanks for asking.,gt,,,2
119_4,T,"I saw you last time a week ago. And I know you've had some concerns with employment working on employment. The first before we get into that I wanted to check in and see how you're doing emotionally. I know from last week, on a scale of one to 10 you said you were suffering from depression at about seven. Yeah. How is it today?",id,,,0
